track,artist,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,duration_ms,chorus_hit,target
Tattoo,Jordin Sparks,spotify:track:3Ui2jdyxbZQrZohfM0NOgG,0.566,0.766,-5.036,,0.431,0,0.101,0.547,233467,38.62764,1
Waitin' On A Woman,Brad Paisley,spotify:track:3uJggzf2q1lCOl8EiQHFvN,0.548,0.617,-7.093,0.0283,0.0846,5.09E-05,,0.339,272587,32.50971,1
Ride Or Die (feat. Foster The People),The Knocks,spotify:track:3uJsg8xIH7OpWHxuJaMLJX,0.648,0.75,-3.248,0.0335,0.0609,4.41E-06,0.104,0.556,242035,34.53646,0
Buzzkill,Luke Bryan,spotify:track:3UJvgGaBEJcDqz61mbvqAp,0.52,0.776,-4.787,0.0339,0.0293,0,0.106,0.502,217853,40.34856,1
Hardcore Is Stupid,The Sainte Catherines,spotify:track:3UkOHhu9Bk1AVVwNXJYqyx,0.191,0.925,-6.491,0.0796,5.73E-05,0.000146,,0.158,147000,41.71873,0
Stan,Eminem Featuring Dido,spotify:track:3UmaczJpikHgJFyBTAJVoz,0.78,0.768,-4.325,0.238,0.0371,2.34E-06,,0.507,404107,23.24436,1
Era la Vo,Victoria de los Ángeles,spotify:track:3UmRIOftfLnedDVp1psQkV,0.27,0.167,-14.83,,0.977,0.000444,,0.0636,154613,25.92172,0
Beat Of The Music,Brett Eldredge,spotify:track:3un2KQUaQ2brEpd8dK93wI,0.629,0.808,-4.125,0.0269,0.00898,9.06E-06,0.0751,0.773,179293,44.43642,1
Life Ain't Always Beautiful,Gary Allan,spotify:track:3unLUM6bJcy5beGawHpynM,0.481,0.508,-7.666,,0.216,0.000175,,0.268,224613,71.34437,1
Soldier of Metal,Doro,spotify:track:3UNQgkzoA00TYrwrO4qAsE,0.378,0.555,-6.562,,0.163,0,,0.281,275363,52.88703,0
Unpredictable,Jamie Foxx Featuring Ludacris,spotify:track:3UNrtRxBBlWE70SjxnOo02,0.734,0.599,-8.462,0.197,0.206,0,0.0555,0.772,219867,41.61653,1
Fallin',Alicia Keys,spotify:track:3unsLiH5FXmaDWtT5Imolu,0.653,0.609,-7.519,0.037,0.263,0.00101,,0.482,210200,52.15486,1
Entourage,Omarion,spotify:track:3up3fJWzT9VXVmPWuALqed,0.831,0.79,-1.578,0.039,0.0404,0,0.122,0.937,235067,22.31721,1
Tumse Milke Dil Ka (Mix)[Remix By Jatin Sharma],Sonu Nigam,spotify:track:3upEKqHyWkRpkp8oXFwCn0,0.786,0.885,-6.885,,0.134,1.51E-06,,0.85,296983,28.06561,0
How Many Times,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",spotify:track:3uqez7AQId9NZ15UF9QW9M,0.798,0.704,-4.317,0.199,0.0937,0,,0.867,263980,66.2467,1
Luxurious,Gwen Stefani,spotify:track:3UQmoVQJqBYauTZLVPs3uo,0.811,0.726,-3.995,,0.154,0,0.116,0.666,264920,31.34984,1
Heartfelt,Novembers Doom,spotify:track:3URG60h5WHP3iywfSJAuwb,0.47,0.993,-4.564,,4.61E-05,0.563,0.074,0.0398,429387,39.39299,0
Why Wait,Rascal Flatts,spotify:track:3uSeT5T2pOEx5fTdYFJasm,0.612,0.765,-4.915,0.0404,0.122,0,0.103,0.553,224840,33.02023,1
Hit The Lights,Jay Sean Featuring Lil Wayne,spotify:track:3usL7eu7kTW0MLOujOuUSs,0.709,0.727,-6.135,,0.0288,0,,0.353,221933,16.07856,1
Infant Eyes,Wayne Shorter,spotify:track:3usnp7xgVuaAWp99m5mkyy,0.247,0.0119,-21.038,,0.988,0.704,,0.132,414840,44.57116,0
Over My Shoulder - VIP Mix,Marc Kiss,spotify:track:3UTIttdWP9wLsWq05Rlqzf,0.663,0.966,-2.369,0.276,0.0481,0,0.308,0.36,197794,49.08994,0
Donald Trump,Mac Miller,spotify:track:3uulVrxiI7iLTjOBZsaiF8,0.636,0.901,-7.094,0.118,0.119,0,0.391,0.836,165908,24.00383,1
Stumble,Kraak & Smaak,spotify:track:3uvALUobqjZvTGAh6737Mb,0.665,0.549,-11.388,0.0458,0.0917,0.557,,0.217,270720,32.89457,0
Don't Think They Know,Chris Brown Featuring Aaliyah,spotify:track:3uVCPFmavlWGQUqeYh8HhR,0.479,0.606,-6.424,,0.0241,0,,0.626,237987,29.43336,1
Who's That Girl?,Eve,spotify:track:3uVE5vLKkigiWBOQEgmdDk,0.77,0.86,-3.702,,0.0159,0.000713,0.0682,0.547,281907,35.68029,1
Street Rock Soul,Suspect Device,spotify:track:3uwS9DnEYsUxj3qawZvHcB,0.408,0.965,-4.584,,0.00189,0,0.133,0.551,185200,33.62644,0
Down on the Street - Remastered,The Stooges,spotify:track:3uwubC8fHydWDWke5rTNpu,0.591,0.746,-7.066,,0.000107,0.527,,0.857,223760,52.81063,0
Last Dollar Blues,Blue Highway,spotify:track:3UWY2drDjj2PUbaeJeRDip,0.747,0.552,-9.635,0.0309,0.603,0.00242,,0.894,151120,40.42273,0
Nå er det Jul,Rövballebandet,spotify:track:3UX8LHMSc6bo9vcXcXZXzT,0.72,0.709,-6.063,0.032,0.0278,0,0.358,0.476,178056,43.077,0
Coming Back Around - Domu Re-Beat Mix,Domu,spotify:track:3ux9LeNRAgENFLcI7ZFebb,0.364,0.866,-6.798,,0.0134,0.00618,0.109,0.963,374773,29.83122,0
New Day,Patti LaBelle,spotify:track:3uxXquDyiqlkXNchJYQjge,0.742,0.477,-4.403,,0.0722,5.84E-06,0.0911,0.594,199840,20.39367,1
Shameless,Camila Cabello,spotify:track:3UYiU57SMiAS5LqolhHJw1,0.377,0.651,-5.437,0.0588,0.0197,5.31E-05,,0.0851,219742,23.32728,1
Hold On,Good Charlotte,spotify:track:3UyL1yzD5B1nIaFJRs4W8r,0.424,0.937,-5.354,,0.000884,0,,0.156,245600,41.42371,1
The Pilgrim - 2015 Remaster,Iron Maiden,spotify:track:3v11n0mUl2VmWcnjiTzbGm,0.308,0.934,-4.145,,0.000306,0.0313,0.0863,0.541,307867,49.45041,0
Secrets,Mary Lambert,spotify:track:3V3iy4K6paycRmTyrjQVwi,0.789,0.555,-5.9,,0.026,0.000135,0.215,0.713,223405,29.99736,1
Southern Hospitality,Ludacris,spotify:track:3v6YYFdl3v0IQaUL6t6wML,0.827,0.904,-4.224,0.217,0.0387,0,0.0932,0.64,301933,21.61824,1
Kill The Music,Every Time I Die,spotify:track:3V7sCNSTdkMW8C0SF3XEcT,0.308,0.987,-3.474,0.147,0.00529,0,0.73,0.434,194253,80.0989,0
Used To This,Future Featuring Drake,spotify:track:3V8sM5OOG6YfDuDLa2IIYJ,0.618,0.727,-7.224,0.208,0.0312,0,,0.401,180520,79.02522,1
Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",spotify:track:3V8UKqhEK5zBkBb6d6ub8i,0.903,0.675,-3.445,,0.542,1.28E-05,,0.442,417920,32.38844,1
crushcrushcrush,Paramore,spotify:track:3VA4sjTMSTTF02hFGmlpJh,0.631,0.793,-4.086,0.0468,0.000218,5.65E-05,0.0976,0.648,189373,46.09157,1
King Of Anything,Sara Bareilles,spotify:track:3VA8T3rNy5V24AXxNK5u9E,0.676,0.762,-4.172,0.0351,0.461,0,0.0574,0.81,207493,47.58925,1
Best Shot,Jimmie Allen,spotify:track:3VamXAvVMczcS2PTYtPfBQ,0.629,0.464,-8.72,,0.75,0,0.0853,0.523,195053,34.08251,1
The Big Heavy Metal,Massacration,spotify:track:3VBmDO3nmzXWzxgAhRFO38,0.268,0.827,-4.755,0.0551,5.08E-05,0.00957,0.392,0.618,307693,19.84467,0
"Ma, I Don't Love Her",Clipse Featuring Faith Evans,spotify:track:3VbPE4nMEkIB9PWWquCSGB,0.802,0.757,-3.152,,0.4,0,,0.922,257493,63.19312,1
Fragment,Ever So Blue,spotify:track:3VBPPIu4MGBnMj4SF8sJBJ,0.403,0.0621,-28.678,0.049,0.995,0.932,0.0999,0.146,153104,58.48824,0
O2,ORANGE RANGE,spotify:track:3vCqZxrmAmYIFYWSEAKltj,0.51,0.946,-3.569,0.0848,0.00444,0,0.126,0.811,237173,23.54543,0
Yo no me guillo - Remix,7th Poet,spotify:track:3Vd42KB3m2KsYgYAebIQR5,0.722,0.763,-8.612,,0.539,0.00592,0.289,0.698,227320,28.45213,0
I Rock the Gangsta Shit,Mr. Knightowl,spotify:track:3veBHD4hLLfzTZC922HRpd,0.728,0.791,-1.86,0.111,0.136,0,0.112,0.652,250467,64.05345,0
Nalguita,Plastilina Mosh,spotify:track:3vEkB7InOc5P7Vs3CNkCB2,0.825,0.804,-6.631,0.0516,0.0142,0.0497,,0.693,254160,51.76383,0
He Can't Love U,Jagged Edge,spotify:track:3VEZvzr84WVnoorZ4tlBSw,0.721,0.836,-3.972,,0.112,0,,0.508,244053,18.75298,1
Baby Mama,Fantasia,spotify:track:3VgdPErkHCW7WZiTt6jwho,0.658,0.713,-6.83,0.0716,0.062,0,0.0402,0.447,255787,47.32172,1
Puccini: Gianni Schicchi: Dunque era vero! Noi vedremo i frati,Giacomo Puccini,spotify:track:3VGPT8415dGmjduWqXXkAh,0.434,0.363,-14.2,0.218,0.992,0.572,,0.272,165587,67.12052,0
They Say It's Wonderful,John Coltrane,spotify:track:3VhAS0ferVrcN4ANKnGCmM,0.43,0.147,-15.644,0.0333,0.964,0.24,,0.177,321067,94.42576,0
I Wanna Talk About Me,Toby Keith,spotify:track:3VHevS1BocAcrihLnl11DG,0.765,0.87,-5.191,0.0499,0.168,0,,0.684,183960,52.69692,1
Transcend,King Britt,spotify:track:3vHfVRShPKzwFG4xXUTVXk,0.583,0.744,-6.318,0.257,0.317,0.0188,0.179,0.583,224373,31.56193,0
Be My Escape,Relient K,spotify:track:3Vi93V7o1tT28Cut4gSWi3,0.554,0.864,-5.062,0.0394,0.00605,0,0.132,0.299,240453,26.5411,1
Sonatine for Clarinet and Piano: II. Andantino,Malcolm Arnold,spotify:track:3vk3rP5ZliShNu3r46j3wz,0.275,0.00411,-30.842,0.037,0.991,0.927,,0.332,157253,63.93289,0
Fish,Craig Campbell,spotify:track:3vkieK8FFhFnPtNRGAqVu1,0.628,0.667,-6.282,,0.163,0,0.127,0.584,167680,29.05513,1
"Bani Bani - From ""Main Prem Ki Diwani Hoon""",K. S. Chithra,spotify:track:3vlaZLrpL8pbbZKsDTzkyE,0.739,0.575,-12.586,,0.445,4.26E-06,0.361,0.751,422067,52.73578,0
Too Good At Goodbyes,Sam Smith,spotify:track:3VlbOrM6nYPprVvzBZllE5,0.681,0.372,-8.237,0.0432,0.64,0,0.169,0.476,201000,39.88061,1
When I Get Where I'm Going,Brad Paisley Featuring Dolly Parton,spotify:track:3VLCtStwYsAL4LKZgeUvy3,0.52,0.379,-9.906,,0.619,1.85E-06,,0.208,247053,31.58159,1
The Harlot's Lie,Novembers Doom,spotify:track:3Vm3N6Vvrw4W0DhE1rZlO2,0.241,0.986,-5.032,0.114,1.49E-06,0.239,0.311,0.199,332920,45.72657,0
President Reagan's Birthday Present,The Jazz Butcher,spotify:track:3vMecDgVJRqeJulFis12Mk,0.477,0.849,-14.132,,0.0147,0.524,,0.922,263493,26.40541,0
I Wanna Rock,Snoop Dogg,spotify:track:3vNiHPIipR4a4bZKA288CD,0.521,0.849,-3.238,0.318,0.168,0,0.289,0.431,235987,25.07463,1
I Wanna Rock,Snoop Dogg,spotify:track:3vNiHPIipR4a4bZKA288CD,0.521,0.849,-3.238,0.318,0.168,0,0.289,0.431,235987,25.07463,1
Tiger Rock,Limited Express (has Gone?),spotify:track:3vnwjxQ5xMKV1PSKhIk6Qh,0.514,0.953,-5.024,,0.43,0.000264,,0.247,172133,40.69571,0
Finesse,Bruno Mars & Cardi B,spotify:track:3Vo4wInECJQuz9BIBMOu8i,0.704,0.859,-4.877,0.0996,0.0185,0,,0.926,217289,21.94518,1
This Is How A Heart Breaks,Rob Thomas,spotify:track:3Voz5vnFfMu8nrVP6hIYte,0.605,0.913,-4.345,,0.00159,0,0.0813,0.665,230960,41.52951,1
I Was Never Young,of Montreal,spotify:track:3vPdanGZRJILGXC3jzIgYc,0.55,0.733,-5.193,,0.369,0.419,0.115,0.692,210840,36.85454,0
Roobaroo,A.R. Rahman,spotify:track:3vqJY3pVELLIxqXXyI08yr,0.675,0.582,-8.891,,0.661,5.56E-06,0.0854,0.538,282973,37.62198,0
Outcasts,Meagashira,spotify:track:3vqNm8qsjJXTrssMymSrd6,0.465,0.876,-5.796,,0.0375,0.0308,0.256,0.147,331250,49.04391,0
Cavern,Liquid Liquid,spotify:track:3vS2tjkjD5GSt1ZHOWkQq8,0.681,0.752,-10.531,,0.0124,0.783,0.077,0.323,323493,83.74104,0
After the Storm,Voyager,spotify:track:3Vsd0nUz5GfviBGzokdX55,0.163,0.0695,-23.37,0.0372,0.98,0.868,,0.0351,197076,40.98895,0
The Way You Look Tonight,Bradley Joseph,spotify:track:3Vtzd9OQkRB31KMIrDqaTp,0.449,0.168,-18.665,0.0522,0.99,0.867,0.103,0.17,292520,24.67921,0
Mantra of Blessing (Purification),Lama Tashi,spotify:track:3vuSxwESB1IZFQlSLrPTfT,0.255,0.233,-18.158,0.0506,0.993,0.952,0.154,0.0362,381787,135.2539,0
The Bird Rock,Three Weird Sisters,spotify:track:3VV1Ne2iGK8oJXaohwjqTi,0.256,0.36,-12.427,,0.512,0,0.0805,0.24,174107,43.70083,0
Roses,The Chainsmokers Featuring Rozes,spotify:track:3vv9phIu6Y1vX3jcqaGz5Z,0.713,0.802,-7.055,,0.0435,0.00377,0.309,0.343,226739,47.93499,1
Metal Crusaders,Exciter,spotify:track:3vWdzO83QaT7tAqloyegWW,0.286,0.995,-3.002,,5.83E-05,7.12E-05,,0.0333,252560,40.7019,0
Victoriae & Triumphi Dominus,Turisas,spotify:track:3vYFXPju1Fr2yT7q74jrkW,0.307,0.466,-9.836,0.0293,0.00705,0.94,0.454,0.564,87800,34.12363,0
No Idea,Don Toliver,spotify:track:3VyjsVV24RmBIbWJAeUJNu,0.656,0.614,-4.973,0.102,0.558,0.000862,,0.35,153750,30.5863,1
Everything I Shouldn't Be Thinking About,Thompson Square,spotify:track:3vYQTgxQWWM4VIDHi7qhQ5,0.68,0.947,-3.703,,0.0433,1.18E-05,0.204,0.895,178467,47.63809,1
If You Love Me,Mint Condition,spotify:track:3VZMAx8GdrO73kvTZDD8rU,0.442,0.585,-6.012,,0.606,5.85E-05,0.185,0.233,385720,60.48282,1
My List,Toby Keith,spotify:track:3vzmDjQ7E6gzAVg4ecp6XU,0.629,0.737,-4.309,,0.332,0,0.147,0.341,199813,37.44987,1
Fresh Squeezed,Duncan Fellows,spotify:track:3W3YJYPXgzGeb6l8DnKLmY,0.447,0.743,-5.773,0.03,0.115,0.00939,0.269,0.542,209987,36.68032,0
Willow Tree - Kidnap Extended Dub,Kidnap,spotify:track:3w41jCgzzpM5oIjz0qQs8J,0.736,0.851,-9.412,0.0414,0.0747,0.822,0.0577,0.0748,294521,62.73672,0
This Christmas,Chris Brown,spotify:track:3W6PmtGTyLwWBWUYplSWHT,0.407,0.647,-6.031,,0.384,0,0.0862,0.398,197560,37.74888,1
Barrage of Noise,Hirax,spotify:track:3W6vdOo00jNVvPJhvteeRh,0.371,0.738,-7.707,,0.0187,3.94E-06,0.381,0.336,140053,46.15147,0
Fantasy Girl,Johnny O.,spotify:track:3W6WaJa1wRQfbhqotaHtyM,0.655,0.486,-16.934,,0.00793,0.3,0.129,0.449,474333,30.73429,0
Living to Die,Vision Of Disorder,spotify:track:3w8lbCMKWBMu40MoNyV0Il,0.248,0.881,-5.147,0.076,4.76E-05,3.72E-05,0.101,0.347,246467,68.94163,0
Incomplete,Sisqo,spotify:track:3w8Mw9GHYepoTWOSdiyosj,0.746,0.443,-7.693,0.0771,0.282,0,0.14,0.272,274227,45.76608,1
Rock Star (Intro),Black Thought,spotify:track:3W9Cv384ciVjRpiFUW84IS,0.628,0.833,-7.03,0.282,0.294,0.000105,0.282,0.585,64587,0,0
I Learned From The Best,Whitney Houston,spotify:track:3wACjmQo7ZkRNMLfZXndFB,0.609,0.563,-6.284,,0.0109,7.76E-06,0.156,0.306,259533,41.68325,1
When I'm Gone,3 Doors Down,spotify:track:3WbphvawbMZ8FyqDxYGdSQ,0.496,0.765,-5.66,0.033,0.00457,0,0.104,0.337,260507,52.7036,1
Buy My Own Drinks,Runaway June,spotify:track:3WBY2lhKzkxaG5bNscQrOG,0.686,0.9,-4.406,,0.068,0,0.0985,0.962,206293,24.13989,1
Better With The Lights Off,New Boyz Featuring Chris Brown,spotify:track:3wCSVS7KM9CIIHrChpabQ3,0.573,0.848,-2.742,,0.0521,0,0.25,0.561,219080,45.00072,1
サンホセへの道,Marilyn Scott,spotify:track:3WD03eS7loNzKcjtyP3P7a,0.61,0.556,-6.222,0.0358,0.716,0.000563,0.118,0.542,264093,58.51753,0
"Serenata concertante in E Minor, Op. 105: V. Allegro ma non tanto",Anton Diabelli,spotify:track:3wDtPnH617jFucYi14NWog,0.426,0.0527,-25.464,0.0469,0.991,0.679,0.118,0.184,299600,35.56752,0
Why Don't You Dance With Me? - Radio Edit,Future Breeze,spotify:track:3wDWjeQhLSPko8qLWnzRW5,0.781,0.828,-8.28,0.0509,0.447,0.849,0.0862,0.708,203817,43.77633,0
Mikasa,Veil Of Maya,spotify:track:3WERezDCiZxIDfghCax9uJ,0.501,0.991,-1.731,0.0996,2.46E-05,0,,0.222,189858,59.73441,0
Kai's Medley (Starlight / Ride the Sky / Judas / Heavy Metal Is the Law) - Live,Helloween,spotify:track:3wfcxNA984dQDRxV18gcy8,0.144,0.984,-6.954,0.135,4.82E-05,0.000546,0.923,0.0906,832067,26.15007,0
Le Onde,Ludovico Einaudi,spotify:track:3wG4INTm390F03HTVGHTC3,0.251,0.126,-28.458,0.0586,0.983,0.885,0.092,0.0467,323933,72.02872,0
IN THE NAME OF,BABYMETAL,spotify:track:3wgBCEAT15oNbRw8NAr83h,0.487,0.978,-4.411,0.102,0.000163,0.771,0.149,0.0375,270626,79.27429,0
You´re the Voice (Metal Version),Leo,spotify:track:3WGFQ8srUWLB8fd6VYgEBK,0.604,0.944,-5.258,,0.034,0.00315,0.0303,0.642,259800,39.01268,0
In the Name of Science,Toxic Holocaust,spotify:track:3WGJ5xMnq72a8kU53hWKg8,0.159,0.974,-5.133,0.1,5.72E-06,0.717,0.322,0.418,203707,57.53818,0
The Race,Tay-K,spotify:track:3wGXyJGsCf1myH5MooQIqE,0.766,0.606,-6.064,,0.00266,0,,0.352,140000,48.76792,1
A New Beginning,Alexandre Desplat,spotify:track:3wI1iRjhNoGWAwXswtXUcS,0.171,0.0253,-29.88,,0.391,0.827,0.118,0.0366,99240,34.67464,0
It's a Small World - Instrumental,Fred Mollin,spotify:track:3wI9eq7AaOYGnaO3kKoA8o,0.666,0.434,-12.283,0.0691,0.987,0.949,0.0821,0.947,84962,44.08211,0
Kiss Kiss,Chris Brown Featuring T-Pain,spotify:track:3wKKkGVn7cVSfgPeYYIiXG,0.729,0.658,-3.386,0.225,0.0506,0,0.0693,0.551,250667,26.72405,1
I Luv Your Girl,The-Dream,spotify:track:3wkNK8tJZ2stygNJm8RCRD,0.723,0.322,-9.702,,0.014,0,0.119,0.0406,267867,85.74215,1
Not Myself Tonight,Christina Aguilera,spotify:track:3WL6Ir05DLu10j7sSMkqQy,0.757,0.812,-5.178,,0.00137,0.018,,0.542,186493,21.10908,1
Crawling In The Dark,Hoobastank,spotify:track:3wli6CFsUwYEuLZTIuCwt3,0.57,0.915,-4.802,0.105,0.000273,8.48E-05,0.178,0.676,175227,22.31976,1
High Time,The Sonics,spotify:track:3wlK8L68WjUUi6ObDO8yvy,0.486,0.884,-9.658,0.0514,0.37,0.00244,0.0538,0.495,133427,46.73601,0
Protector of the Common Folk,Howard Shore,spotify:track:3wlVdDCUCO1SS3xND0pBBc,0.196,0.0765,-22.721,,0.904,0.805,0.111,0.0381,215065,47.23415,0
No Fun,Iggy Pop,spotify:track:3wmyHQkzCTHzbR2Y2hI6Dw,0.238,0.894,-8.855,0.0555,0.404,0.503,0.897,0.342,218067,20.17331,0
Tendu - Spinning Song for Ballet Class,Ballet L'école,spotify:track:3wP1xBMeSYH4pe1zAjqUIV,0.604,0.222,-19.021,0.0911,0.952,0.895,0.0951,0.33,50600,19.9824,0
Nobody's Fault But Mine,Darrell Mansfield,spotify:track:3WPO6BhReGtj24J9qCiNuF,0.234,0.915,-1.803,0.07,0.0443,0.00203,,0.438,181800,50.90129,0
Malwayee Giddha,Sarabjit Cheema,spotify:track:3WQ8p2lPUdTjoc7TLdqOln,0.717,0.483,-6.256,,0.492,0,,0.758,684040,37.61971,0
Where I Wanna Be,Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,spotify:track:3wQ8RcbLwNRH53FelAVCkX,0.837,0.568,-6.899,,0.0514,0.0203,0.0781,0.429,260027,29.93987,1
Buzzin',Shwayze Featuring Cisco Adler,spotify:track:3wQaW4rEZe7AaDrlrX4eDy,0.85,0.58,-8.156,0.0563,0.0171,1.41E-06,0.072,0.321,212280,24.02061,1
The Lord of the Wasteland,Toxic Holocaust,spotify:track:3wrBeZiS7ZEwitbsvPUW6u,0.181,0.959,-4.565,0.0794,5.58E-06,0.851,0.262,0.344,167693,65.24168,0
First Off,Future Featuring Travis Scott,spotify:track:3WRIaWsws011vHMd9uzPjG,0.734,0.683,-6.105,0.0776,0.013,0,,0.445,228367,32.99215,1
Tukka Yoot's Riddim,Us3,spotify:track:3wRlAvaaZNRwJoeKEXh5Ic,0.855,0.629,-12.403,,0.0274,0,0.363,0.964,341427,26.01044,0
I'll Walk,Bucky Covington,spotify:track:3WsAMhyOHxYPrL1pyMAVZm,0.509,0.389,-7.433,,0.8,0,0.113,0.302,210213,21.12623,1
Uproar,Lil Wayne,spotify:track:3wScL5W8H40zzCKN0atfBk,0.743,0.87,-2.188,0.212,0.0595,0,0.299,0.884,194184,29.21098,1
Cosmic Melody,Mark Farina,spotify:track:3WSHYVziBNydLrgcPwxCPn,0.84,0.521,-8.47,,0.00799,0.294,,0.707,229778,82.04937,0
Fenomeni,Cor Veleno,spotify:track:3WUxfQgXNZkqG0I6iJjemD,0.743,0.795,-3.506,0.228,0.0736,0,,0.923,220827,22.31303,0
Everybody Wants To Be A Cat,The Electric Swing Circus,spotify:track:3WViX8eEuzfg1oHpIIrhcp,0.485,0.631,-9.476,,0.063,0.000361,0.221,0.17,328806,34.19802,0
Forever Country,"Artists Of Then, Now & Forever",spotify:track:3WWVDPjihd1VITBLF10nha,0.201,0.684,-5.931,0.0389,0.401,1.41E-05,0.0954,0.131,242480,18.29616,1
Orphans of the Sky,36,spotify:track:3wwxIAfuJWjxgzgrQIjARs,0.172,0.148,-18.667,,0.908,0.763,0.0834,0.038,412891,21.75482,0
Leave The Night On,Sam Hunt,spotify:track:3wx2kQWPn9p5UppQbNhPAk,0.514,0.951,-3.813,,0.0951,0,0.349,0.838,192160,45.52618,1
En Barranquilla Me Quedo,Joe Arroyo,spotify:track:3WXfQDsASfXrSojk9WB3aR,0.642,0.7,-9.213,0.0552,0.172,0.000232,0.0895,0.784,312480,28.52813,0
Like Jesus Does,Eric Church,spotify:track:3wxgj5N8ZKoZWHDw6FJUf2,0.576,0.355,-8.388,,0.439,4.55E-05,0.13,0.299,198733,31.09578,1
A Christmas Round,John Tavener,spotify:track:3wZ5xGrf53IPOmNRggYiDV,0.131,0.0742,-30.273,,0.966,0.769,0.207,0.115,100000,31.01621,0
My Obsession,Killswitch Engage,spotify:track:3x1Nt4T8cvlBCJtlmKDRAV,0.59,0.97,-3.815,,4.69E-05,0.0521,0.379,0.423,224760,32.70246,0
Rock Club,Anamanaguchi,spotify:track:3X2nFcTJR8tcAcOqNw129N,0.506,0.992,-5.458,,0.000342,0.669,0.44,0.465,153773,47.2741,0
Louisiana Bob,MAXIMUM THE HORMONE,spotify:track:3x2x7gZsQNfhNgFP5d9Q5U,0.437,0.948,-3.349,0.109,0.000233,0.00461,0.197,0.605,220600,44.1246,0
Strut - Original Mix,Defunk,spotify:track:3X5Qtno0VKaSCO1R1MDiZY,0.675,0.776,-6.32,0.0604,0.0161,0.425,0.0988,0.864,227500,40.34599,0
Runaway,Love And Theft,spotify:track:3x5VSzCT9x9LB6uPomLZXs,0.606,0.804,-4.386,0.0416,0.153,0,0.117,0.653,229760,41.69627,1
Ae Dil Mujhe Asi Jagah Le,Talat Mahmood,spotify:track:3X7PmxLB9U2puWK5l9tbC7,0.468,0.299,-15.672,0.0341,0.942,0.901,0.207,0.653,191212,45.24916,0
Pop Kardi,Pavvan,spotify:track:3x7UocMhbGtX046dBEnxhr,0.653,0.81,-6.087,,0.0198,4.73E-05,0.158,0.188,186389,30.81142,0
X,Dean Blunt,spotify:track:3x9cmbqYqEclcaSXlusTVh,0.523,0.53,-10.528,,0.397,0.12,0.11,0.0362,534293,15.02444,0
Shake That Monkey,Too Short Featuring Lil Jon & The East Side Boyz,spotify:track:3XabgBQYC7H80agKcAq83Y,0.937,0.695,-6.932,0.134,0.000577,3.19E-05,0.295,0.457,278707,20.82038,1
Improvisation No 4,Anthony Braxton,spotify:track:3xAibb10ptlNDTAEnBL8ef,0.498,0.0206,-26.159,,0.93,0.000259,,0.232,199120,89.22568,0
Santa Rosa,Trifonic,spotify:track:3xATEhxjTSArvaWteLLtZg,0.624,0.556,-7.53,0.0338,0.168,0.801,0.0988,0.292,373914,67.40515,0
Sentiment Nocturne,Misanthrope,spotify:track:3XBlvx2k5YACN47ICsAASQ,0.448,0.973,-3.706,,7.72E-06,0.112,0.0514,0.427,409587,62.56231,0
Achorripsis,Iannis Xenakis,spotify:track:3xcf0WPMT8EPaIGdKOeqvv,0.233,0.261,-17.975,,0.179,0.181,,0.0809,404147,100.66991,0
Wagon Wheel,Darius Rucker,spotify:track:3xdjjKMcMOFgo1eQrfbogM,0.537,0.66,-7.174,0.0296,0.455,0,0.135,0.574,298373,20.42786,1
Trois Gymnopédies: III. Lent et grave,Erik Satie,spotify:track:3XDwDVC5FfrY9Sa0bbnu8i,0.576,0.0115,-37.832,0.131,0.996,0.95,0.0667,0.412,149933,32.50306,0
Last Wave,Jeff Greinke,spotify:track:3xE2uc5Es7oGviqf65wpqt,0.065,0.23,-17.236,,0.978,0.925,0.0955,0.0384,627013,26.8173,0
Didn’t I? (Guts Re-Edit),Guts,spotify:track:3XEo7aOlRzR5a8cF4yI5E8,0.788,0.463,-8.325,,0.115,0.857,0.096,0.672,235980,30.85192,0
"Wow, I Can Get Sexual Too",Say Anything,spotify:track:3xgic0mx56Toen4yP9EhCg,0.707,0.789,-5.694,0.0544,0.0956,0,0.105,0.961,179974,44.7173,0
Jungle,Jamie N Commons & X Ambassadors,spotify:track:3xgK660fsZH7ZDcOMfIdfB,0.389,0.748,-4.461,0.0805,0.000821,0.00058,0.358,0.216,189707,46.62973,1
Love Story (Tendu 1),Nate Fifield,spotify:track:3XGQNFen9yvADdaqxF1sZJ,0.713,0.21,-19.44,0.0554,0.995,0.907,0.139,0.199,173282,50.08083,0
Angie - Quit Livin on Dreams,J.B.O.,spotify:track:3XHkigheCMp4wH5aZji1an,0.634,0.719,-6.254,0.0372,0.0419,2.37E-05,0.312,0.317,327707,95.21374,0
Metal Glo,Roza Terenzi,spotify:track:3XHLEU5pTY0I9Rcb5yPIng,0.802,0.879,-11.434,,0.00492,0.91,,0.442,380202,29.71197,0
Daft Punk Is Playing at My House - Soulwax Shibuya Mix,LCD Soundsystem,spotify:track:3Xi96h0cAiDJqVAQsbPLHF,0.658,0.954,-5.376,0.0792,0.000891,9.80E-06,0.115,0.486,411084,37.91539,0
